special_table,special_table,special_table,special_table
-381.36,11,3.09,5
-371.62,10,10.88,3
-379.43,3,4.97,7
-385.99,6,1.62,4
-390.18,2,10.64,3
-396.43,6,2.77,5
-402.35,10,7.44,9
-403.81,8,3.92,6
-414.31,8,0.9,3
-409.64,2,5.66,8
-418.17,4,2.1,4
-415.21,7,6.2,8
-419.09,3,4.36,6
-409.37,3,2.6,5
-417.24,5,4.68,7
-423.22,9,2.5,5
-431.34,11,2.06,4
-422.74,9,5.79,8
-432.49,10,12.0,4
-424.0,8,8.87,11
-425.16,7,10.08,2
-415.64,6,10.67,3
-423.72,8,10.11,2
-427.93,4,2.09,4
-434.02,8,6.82,9
-438.53,3,5.68,8
-429.09,3,7.76,10
-439.07,3,1.83,4
-432.45,10,3.03,5
-424.73,7,7.13,9
-418.95,3,8.64,11
-410.82,11,10.74,3
-417.81,4,6.44,8
-417.25,5,2.12,4
-424.32,8,5.42,7
-422.19,10,4.46,6
-431.15,11,10.24,2
-424.84,7,12.26,4
-417.94,4,12.09,4
-416.57,5,11.29,3
-426.0,6,0.35,2
-416.2,6,7.37,9
-425.84,6,11.86,4
-415.58,6,10.61,3
-423.52,8,8.45,10
-429.52,2,1.54,4
-436.78,5,10.31,2
-435.3,7,9.24,11
-444.82,7,4.2,6
-434.98,7,8.57,11
-444.7,7,3.45,5
-435.26,7,9.16,11
-445.69,6,4.15,6
-440.51,11,8.51,11
-446.7,5,-0.24,2
-452.8,9,0.56,3
-457.01,5,2.77,5
-447.49,5,9.88,2
-457.55,4,11.65,4
-447.69,4,7.74,10
-457.04,5,4.95,7
-447.31,5,8.39,10
-456.71,5,7.12,9
-448.07,4,12.75,5
-458.18,4,9.3,11
-452.7,9,5.29,7
-455.43,7,9.27,11
-457.18,5,3.03,5
-446.95,5,7.98,10
-454.36,8,6.3,8
-463.6,8,1.39,3
-453.52,8,3.83,6
-462.19,10,-0.96,11
-458.65,3,10.32,2
-459.38,3,9.81,2
-465.58,6,-0.12,2
-471.58,10,3.32,5
-476.02,6,0.56,3
-466.72,5,7.81,10
-476.97,5,6.82,9
-471.87,10,-0.35,2
-477.98,4,-0.68,11
-482.79,9,12.08,4
-474.96,7,3.37,5
-469.43,3,6.38,8
-460.35,2,0.6,3
-469.91,2,8.84,11
-459.61,2,2.01,4
-467.86,4,1.57,4
-470.21,2,2.74,5
-461.07,11,4.88,7
-468.13,4,-0.51,11
-467.95,4,8.4,10
-469.92,2,1.81,4
-459.84,2,3.02,5
-469.24,3,3.49,5
-460.12,2,6.35,8
-469.55,2,1.91,4
-460.27,2,10.42,2
-471.36,11,11.97,4
-472.13,10,3.31,5
-479.92,2,1.0,3
-486.37,6,12.45,4
-492.85,9,8.7,11
-496.12,6,9.61,2
-492.97,9,6.43,8
-495.97,6,-0.18,2
-492.62,9,9.45,11
-498.53,3,4.63,7
-506.39,6,10.63,3
-500.16,2,7.6,10
-493.5,9,11.3,3
-490.27,2,11.11,3
-491.79,10,9.53,2
-501.6,10,2.3,4
-493.35,9,3.89,6
-491.86,10,6.27,8
-500.77,11,3.71,6
-491.99,10,8.36,10
-501.74,10,-0.4,2
-494.43,8,11.88,4
-485.51,6,8.39,10
-495.54,6,4.45,6
-488.76,3,1.98,4
-478.58,3,6.54,9
-486.33,6,12.15,4
-492.59,9,6.66,9
-498.39,4,4.75,7
-507.76,4,10.35,2
-498.77,3,8.37,10
-506.19,6,11.74,4
-503.02,9,6.12,8
-506.89,5,2.08,4
-497.87,4,5.25,7
-507.77,4,10.69,3
-499.33,3,2.17,4
-500.46,2,0.4,2
-492.2,10,11.24,3
-500.39,2,4.76,7
-492.49,10,7.04,9
-499.48,3,10.94,3
-499.8,2,8.07,10
-496.05,6,3.76,6
-492.78,9,0.04,2
-497.36,5,7.99,10
-505.69,6,8.43,10
-506.75,5,10.2,2
-498.17,4,12.35,4
-507.71,4,7.53,10
-497.96,4,7.86,10
-508.44,4,3.22,5
-502.76,9,7.14,9
-502.58,9,8.2,10
-501.74,10,4.0,6
-493.58,8,8.83,11
-490.19,2,1.33,3
-491.32,11,2.22,4
-500.42,2,7.5,10
-492.33,10,5.62,8
-500.68,11,9.97,2
-490.86,11,4.55,7
-497.84,4,6.28,8
-508.25,4,6.12,8
-501.6,10,3.1,5
-492.77,9,5.72,8
-497.11,5,6.02,8
-503.09,9,10.88,3
-507.32,5,9.9,2
-497.45,5,10.65,3
-506.39,6,3.09,5
-500.16,2,7.22,9
-494.04,8,9.36,11
-486.56,5,-0.22,2
-491.01,11,5.56,8
-499.19,3,8.17,10
-501.79,10,5.24,7
-494.01,8,10.98,3
-486.75,5,7.1,9
-489.75,2,11.95,4
-487.32,5,7.86,10
-483.68,8,4.85,7
-482.62,9,1.9,4
-473.51,8,9.07,11
-481.27,11,4.27,6
-475.49,7,0.9,3
-466.27,6,3.71,6
-476.06,6,8.18,10
-466.41,6,1.13,3
-476.15,6,6.8,9
-467.22,5,6.32,8
-475.11,7,2.5,5
-469.13,3,6.1,8
-460.05,2,10.72,3
-469.75,2,4.13,6
-459.07,3,4.36,6
-462.82,9,0.76,3
-454.02,8,11.81,4
-464.24,8,5.17,7
-457.89,4,1.21,3
-450.66,11,6.36,8
-440.57,11,9.79,2
-447.03,5,4.26,6
-455.25,7,1.13,3
-457.74,4,3.59,6
-449.6,2,3.5,5
-445.52,6,1.83,4
-439.45,3,4.11,6
-435.99,6,11.05,3
-443.24,9,7.39,9
-440.52,11,7.96,10
-446.51,5,11.67,4
-450.46,2,8.99,11
-441.43,11,5.69,8
-451.43,11,11.84,4
-443.58,8,2.56,5
-437.98,4,0.98,3
-428.79,3,0.15,2
-438.8,3,5.42,7
-430.09,2,6.46,8
-433.72,8,3.98,6
-435.06,7,3.63,6
-445.06,7,3.68,6
-436.78,5,4.92,7
-435.08,7,7.07,9
-445.15,7,-0.47,2
-436.92,5,1.92,4
-435.04,7,5.73,8
-445.09,7,9.78,2
-435.83,6,5.58,8
-443.56,8,11.1,3
-438.41,4,3.64,6
-428.43,4,-0.16,2
-437.99,4,6.63,9
-428.49,4,9.31,11
-438.3,4,5.75,8
-428.0,4,10.44,2
-435.04,7,6.75,9
-445.57,6,11.21,3
-439.75,2,-0.39,2
-438.81,3,7.32,9
-430.73,11,3.72,6
-427.16,5,0.48,2
-426.47,6,5.12,7
-419.9,2,8.72,11
-410.01,2,10.38,2
-420.29,2,7.02,9
-414.62,7,8.81,11
-413.85,8,11.72,4
-406.61,5,0.49,2
-397.14,5,11.52,4
-406.29,6,12.85,5
-397.22,5,2.78,5
-406.17,6,9.42,11
-397.53,4,5.89,8
-407.04,5,5.59,8
-397.35,5,9.44,11
-407.73,4,4.71,7
-402.04,10,9.4,11
-401.54,10,5.88,8
-396.62,5,10.54,3
-403.73,8,10.69,3
-413.19,9,-0.5,2
-402.53,9,11.82,4
-406.95,5,0.31,2
-397.18,5,8.12,10
-406.61,5,0.25,2
-396.75,5,2.74,5
-404.37,8,10.16,2
-412.45,10,0.18,2
-404.43,8,0.62,3
-411.67,10,2.73,5
-410.8,11,5.3,7
-417.89,4,12.7,5
-417.01,5,1.95,4
-423.62,8,5.21,7
-429.44,3,10.01,2
-437.4,5,4.6,7
-430.78,11,11.8,4
-427.47,5,6.56,9
-428.82,3,8.29,10
-439.26,3,3.14,5
-434.62,7,1.02,3
-443.31,9,6.76,9
-439.92,2,10.55,3
-441.16,11,4.77,7
-451.33,11,12.62,5
-441.83,10,9.97,2
-450.27,2,5.43,7
-441.76,10,2.84,5
-450.67,11,5.03,7
-440.94,11,5.28,7
-450.92,11,5.62,8
-440.68,11,2.69,5
-447.59,4,10.75,3
-457.87,4,5.08,7
-450.9,11,10.02,2
-440.85,11,11.36,3
-449.39,3,4.46,6
-448.58,3,-0.29,2
-454.33,8,2.41,4
-463.94,8,7.41,9
-456.04,6,5.44,7
-450.75,11,10.87,3
-440.34,2,7.18,9
-445.37,7,10.2,2
-439.45,3,9.21,11
-436.64,5,11.73,4
-437.87,4,4.64,7
-428.85,3,6.63,9
-438.21,4,2.64,5
-428.59,3,4.67,7
-437.65,4,9.55,2
-430.72,11,10.93,3
-428.01,4,1.53,4
-434.95,7,-0.6,11
-444.3,8,5.52,8
-435.18,7,-1.18,11
-444.64,7,6.16,8
-435.88,6,3.55,6
-442.93,9,12.67,5
-442.69,9,1.99,4
-444.73,7,3.25,5
-434.92,7,4.98,7
-444.47,8,10.71,3
-433.51,8,3.99,6
-432.53,9,-0.34,2
-424.05,8,3.08,5
-425.08,7,9.19,11
-416.77,5,1.62,4
-426.3,6,5.91,8
-418.51,3,5.58,8
-412.31,10,3.31,5
-404.82,7,8.86,11
-408.83,3,9.54,2
-412.03,10,7.55,10
-406.88,5,1.81,4
-396.34,6,9.87,2
-400.33,2,2.47,4
-390.7,11,3.93,6
-400.35,2,2.79,5
-390.63,11,11.12,3
-398.62,3,3.53,6
-403.02,9,1.32,3
-411.32,11,1.46,3
-414.29,8,7.22,9
-410.98,11,6.46,8
-417.14,5,10.06,2
-424.07,8,4.43,6
-423.42,9,9.91,2
-428.37,4,12.12,4
-437.41,5,5.98,8
-430.6,11,3.37,5
-428.59,3,8.57,11
-437.95,4,3.21,5
-427.83,4,2.35,4
-434.05,8,2.25,4
-438.6,3,6.54,9
-428.92,3,2.18,4
-438.33,4,3.14,5
-428.19,4,1.06,3
-437.09,5,3.17,5
-433.05,9,6.39,8
-428.13,4,-0.39,2
-436.38,6,4.57,7
-439.78,2,8.8,11
-439.75,2,4.44,6
-438.27,4,-0.18,2
-428.83,3,5.16,7
-439.01,3,3.21,5
-431.56,10,5.67,8
-422.16,10,0.85,3
-430.77,11,3.92,6
-426.29,6,1.91,4
-417.11,5,4.59,7
-423.78,8,9.05,11
-426.45,6,5.12,7
-419.15,3,5.61,8
-409.35,3,8.75,11
-418.87,3,6.49,8
-410.52,11,5.2,7
-419.58,2,10.98,3
-409.53,2,-0.73,11
-418.59,3,5.16,7
-412.45,10,1.72,4
-404.43,8,9.71,2
-411.15,11,3.35,5
-415.33,7,11.83,4
-420.97,11,10.4,2
-421.06,11,7.69,10
-421.53,10,11.35,3
-426.1,6,8.72,11
-416.6,5,3.19,5
-425.31,7,7.96,10
-415.82,6,5.64,8
-424.89,7,6.13,8
-417.25,5,11.97,4
-422.62,9,0.7,3
-432.62,9,0.87,3
-423.96,8,10.96,3
-425.61,6,1.52,4
-415.68,6,5.74,8
-424.51,7,7.46,9
-420.88,11,8.88,11
-419.51,2,5.69,8
-409.68,2,4.87,7
-418.57,3,2.15,4
-410.99,11,9.27,11
-416.1,6,0.02,2
-425.71,6,10.74,3
-415.69,6,10.86,3
-424.38,8,2.03,4
-421.92,10,11.06,3
-430.02,2,0.29,2
-433.66,8,11.9,4
-434.56,7,11.19,3
-443.2,9,-0.41,2
-439.68,2,4.37,6
-438.69,3,7.25,9
-430.27,2,0.97,3
-431.26,11,-0.06,2
-423.68,8,7.67,10
-427.95,4,9.34,11
-433.71,8,2.5,4
-435.04,7,1.46,3
-444.52,7,0.83,3
-434.06,8,-0.35,2
-439.22,3,2.01,4
-433.91,8,4.81,7
-437.5,5,0.2,2
-430.4,2,3.86,6
-430.22,2,0.13,2
-432.13,10,3.33,5
-422.13,10,3.41,5
-431.93,10,7.62,10
-421.52,10,-0.13,2
-427.15,5,2.76,5
-426.17,6,11.2,3
-417.53,4,10.73,3
-420.31,2,3.23,5
-414.41,8,4.59,7
-411.37,11,9.01,11
-412.6,9,-0.49,2
-402.9,9,1.49,3
-410.36,2,0.31,2
-420.14,2,0.76,3
-412.41,10,8.65,11
-405.05,7,9.51,2
-407.51,4,5.55,8
-399.17,3,7.12,9
-396.79,5,4.21,6
-404.83,7,1.68,4
-409.84,2,7.5,10
-420.07,2,-0.13,2
-411.75,10,11.86,4
-410.93,11,-0.38,2
-415.9,6,3.09,5
-425.65,6,9.97,2
-415.57,6,10.3,2
-424.3,8,5.19,7
-422.16,10,4.31,6
-432.26,10,7.7,10
-423.39,9,3.81,6
-429.32,3,5.82,8
-438.32,4,9.51,2
-428.53,3,12.81,5
-437.6,4,0.06,2
-428.85,3,6.53,9
-438.79,3,10.15,2
-430.66,11,3.33,5
-427.9,4,7.39,9
-434.53,7,8.64,11
-442.51,9,1.15,3
-446.29,6,3.67,6
-448.94,3,1.88,4
-452.3,10,6.96,9
-451.53,10,-0.37,2
-443.01,9,6.79,9
-442.9,9,4.57,7
-443.77,8,9.8,2
-435.97,6,7.75,10
-442.7,9,8.51,11
-445.55,6,13.04,5
-440.78,11,5.3,7
-447.91,4,0.67,3
-457.34,5,8.97,11
-447.95,4,-0.18,2
-457.6,4,1.91,4
-449.02,3,0.25,2
-452.38,10,5.1,7
-452.07,10,3.72,6
-448.87,3,8.85,11
-452.88,9,5.59,8
-458.71,3,7.06,9
-458.55,3,10.52,3
-456.22,6,-0.02,2
-449.35,3,0.92,3
-448.37,4,8.28,10
-455.15,7,5.17,7
-458.58,3,9.71,2
-457.48,5,5.4,7
-448.47,4,1.27,3
-455.09,7,0.37,2
-459.12,3,8.63,11
-463.1,9,10.02,2
-452.87,9,4.09,6
-458.49,4,9.85,2
-456.61,5,7.4,9
-447.97,4,0.96,3
-458.15,4,11.08,3
-453.24,9,7.26,9
-460.65,11,10.43,2
-470.56,11,2.92,5
-463.83,8,9.27,11
-454.91,7,9.24,11
-460.48,2,7.62,10
-469.96,2,9.21,11
-460.75,11,3.21,5
-469.28,3,8.76,11
-459.8,2,11.72,4
-469.09,3,3.86,6
-460.01,2,3.65,6
-469.87,2,10.15,2
-460.41,2,5.69,8
-470.12,2,-0.25,2
-462.43,10,1.63,4
-456.87,5,6.28,8
-447.5,4,3.98,6
-457.07,5,1.7,4
-447.09,5,10.1,2
-455.74,6,5.78,8
-453.58,8,8.2,10
-463.09,9,1.3,3
-453.31,9,1.91,4
-460.96,11,1.49,3
-468.56,3,9.34,11
-464.57,7,3.69,6
-460.51,11,9.82,2
-470.46,2,6.14,8
-463.61,8,10.34,2
-454.72,7,0.31,2
-461.61,10,9.16,11
-463.29,9,6.39,8
-453.17,9,6.42,8
-458.84,3,9.66,2
-461.07,11,10.56,3
-467.17,5,10.69,3
-474.61,7,2.71,5
-472.64,9,9.86,2
-481.78,10,4.68,7
-472.94,9,11.24,3
-483.17,9,8.18,10
-477.0,5,-0.32,2
-472.79,9,7.42,9
-483.11,9,11.53,4
-476.33,6,1.01,3
-466.51,5,11.93,4
-476.5,5,11.34,3
-468.04,4,7.65,10
-469.24,3,7.95,10
-460.49,2,7.17,9
-469.25,3,9.81,2
-459.95,2,8.33,10
-469.72,2,6.35,8
-459.4,3,1.56,4
-465.72,6,4.76,7
-473.06,9,5.33,7
-482.98,9,11.42,3
-476.29,6,5.44,7
-466.46,6,10.2,2
-475.99,6,11.82,4
-465.8,6,0.7,3
-473.43,9,0.11,2
-481.84,10,8.36,10
-473.48,9,2.16,4
-481.94,10,11.06,3
-472.21,10,4.6,7
-481.39,11,0.8,3
-475.13,7,4.25,6
-469.5,2,9.98,2
-459.38,3,9.99,2
-465.93,6,11.52,4
-473.24,9,0.95,3
-482.82,9,6.2,8
-474.55,7,10.94,3
-473.67,8,8.25,10
-480.25,2,5.67,8
-485.02,7,2.73,5
-493.72,8,12.5,5
-489.25,3,2.81,5
-481.31,11,5.39,7
-475.45,7,4.7,7
-466.3,6,10.37,2
-475.34,7,9.71,2
-466.79,5,9.18,11
-475.73,6,4.26,6
-465.79,6,1.55,4
-473.92,8,4.79,7
-477.83,4,2.97,5
-481.07,11,5.05,7
-478.14,4,3.44,5
-483.88,8,0.45,2
-484.17,8,0.77,3
-487.33,5,11.9,4
-482.86,9,6.79,9
-474.88,7,1.73,4
-469.27,3,7.94,10
-460.34,2,4.62,7
-470.35,2,3.6,6
-462.96,9,2.51,5
-454.24,8,3.66,6
-464.35,8,-0.06,2
-458.97,3,11.79,4
-461.91,10,3.15,5
-460.18,2,10.96,3
-470.0,2,3.43,5
-460.6,11,2.94,5
-470.55,11,2.19,4
-464.29,8,8.53,11
-457.96,4,7.01,9
-451.9,10,7.02,9
-447.23,5,4.04,6
-456.23,6,9.44,11
-450.79,11,4.72,7
-440.35,2,10.84,3
-445.71,6,3.52,6
-442.01,10,5.84,8
-450.67,11,10.2,2
-439.94,2,10.34,2
-440.92,11,5.31,7
-450.46,2,7.56,10
-440.8,11,0.03,2
-448.52,3,8.49,10
-455.12,7,7.05,9
-458.63,3,0.82,3
-458.17,4,8.18,10
-454.58,7,11.22,3
-462.55,9,4.43,6
-455.59,6,7.51,10
-455.57,6,0.55,3
-454.67,7,9.41,11
-461.71,10,4.54,7
-462.3,10,11.63,4
-457.11,5,6.98,9
-447.48,5,8.92,11
-457.32,5,2.67,5
-447.64,4,8.16,10
-457.95,4,0.51,3
-452.21,10,9.46,11
-450.97,11,7.14,9
-440.62,11,3.03,5
-447.6,4,7.73,10
-457.54,4,12.3,4
-447.77,4,2.44,4
-457.43,5,6.65,9
-447.52,4,2.99,5
-457.74,4,11.68,4
-449.71,2,6.37,8
-444.58,7,2.37,4
-435.22,7,9.72,2
-444.79,7,3.05,5
-435.38,7,2.3,4
-444.98,7,4.02,6
-435.63,6,9.6,2
-444.27,8,6.44,8
-434.01,8,10.19,2
-439.13,3,6.73,9
-432.59,9,10.9,3
-424.7,7,9.76,2
-419.28,3,3.61,6
-408.6,3,7.73,10
-410.88,11,6.06,8
-416.37,6,7.3,9
-426.25,6,3.65,6
-417.49,5,10.4,2
-419.19,3,11.83,4
-409.02,3,2.96,5
-414.92,7,0.11,2
-417.22,5,9.04,11
-422.88,9,8.95,11
-432.28,10,4.34,6
-422.79,9,7.83,10
-432.15,10,8.1,10
-422.48,10,5.24,7
-432.35,10,1.93,4
-422.82,9,4.89,7
-431.5,10,9.51,2
-422.67,9,4.63,7
-432.08,10,4.47,6
-422.51,9,8.72,11
-433.04,9,7.62,10
-428.5,4,7.28,9
-438.34,4,4.62,7
-428.1,4,9.57,2
-435.92,6,1.02,3
-442.25,10,11.07,3
-448.82,3,5.24,7
-452.92,9,7.35,9
-457.76,4,7.68,10
-450.5,2,8.63,11
-441.32,11,9.53,2
-451.67,10,11.14,3
-444.54,7,2.2,4
-434.4,8,8.54,11
-442.81,9,8.83,11
-443.81,8,-0.7,11
-436.48,6,11.31,3
-439.22,3,5.61,8
-433.23,9,3.55,6
-430.62,11,10.09,2
-428.88,3,5.54,8
-437.78,4,5.85,8
-428.35,4,11.36,3
-437.4,5,3.84,6
-431.46,11,4.98,7
-421.87,10,5.51,8
-428.72,3,10.4,2
-438.15,4,1.11,3
-427.8,4,3.2,5
-433.88,8,2.17,4
-437.04,5,11.03,3
-433.33,9,8.52,11
-431.17,11,5.06,7
-424.68,7,7.85,10
-419.24,3,0.59,3
-409.52,2,8.37,10
-418.89,3,0.57,3
-410.79,11,10.05,2
-417.12,5,11.57,4
-424.6,7,2.91,5
-419.36,3,3.85,6
-408.46,4,0.08,2
-408.16,4,8.54,11
-405.6,6,9.67,2
-401.8,10,2.22,4
-398.98,3,4.6,7
-398.81,3,2.75,5
-400.97,11,9.81,2
-392.07,10,8.48,10
-398.14,4,1.39,3
-405.14,7,1.15,3
-406.02,6,1.87,4
-399.03,3,11.52,4
-398.65,3,0.06,2
-401.41,11,3.64,6
-394.78,7,6.63,9
-386.4,6,1.98,4
-386.97,5,11.86,4
-381.73,10,9.87,2
-370.87,11,11.55,4
-372.57,9,3.97,6
-381.6,10,7.92,10
-371.68,10,8.58,11
-380.02,2,1.95,4
-380.58,11,7.62,10
-376.32,6,9.03,11
-370.5,2,11.39,3
-367.4,5,7.23,9
-368.64,3,8.6,11
-359.61,2,-0.58,11
-368.96,3,10.06,2
-359.7,2,5.71,8
-370.64,11,4.27,6
-370.2,2,10.39,2
-365.1,7,6.44,8
-371.95,10,6.88,9
-381.99,10,9.48,11
-372.52,9,8.19,10
-382.75,9,5.28,7
-378.54,3,-0.22,2
-388.25,4,1.59,4
-378.82,3,6.0,8
-387.9,4,2.85,5
-377.94,4,1.12,3
-386.21,6,2.71,5
-388.17,4,8.26,10
-378.64,3,6.38,8
-388.35,4,1.96,4
-379.61,2,9.41,11
-384.66,7,0.35,2
-394.08,8,11.73,4
-383.9,8,7.64,10
-389.06,3,9.57,2
-384.69,7,3.29,5
-394.01,8,12.23,4
-385.05,7,11.01,3
-394.6,7,6.56,9
-385.15,7,9.36,11
-395.13,7,11.91,4
-389.24,3,8.45,10
-386.24,6,10.53,3
-387.57,4,1.02,3
-378.91,3,10.96,3
-388.3,4,10.1,2
-378.81,3,9.39,11
-388.4,4,5.95,8
-378.87,3,5.37,7
-388.45,4,11.73,4
-379.16,3,1.64,4
-387.71,4,1.99,4
-378.45,4,8.36,10
-388.4,4,8.35,10
-378.88,3,5.83,8
-387.04,5,8.42,10
-381.39,11,12.25,4
-372.46,10,7.11,9
-382.04,10,12.3,4
-371.51,10,11.5,4
-378.37,4,13.07,5
-388.7,3,4.57,7
-380.04,2,11.77,4
-381.38,11,11.09,3
-372.12,10,5.76,8
-381.91,10,3.54,6
-372.37,10,3.65,6
-382.79,9,5.9,8
-378.48,4,0.51,3
-388.54,3,11.74,4
-379.5,3,7.18,9
-384.69,7,8.56,11
-393.37,9,9.14,11
-387.56,4,6.2,8
-377.31,5,10.01,2
-380.21,2,7.9,10
-379.43,3,4.79,7
-385.98,6,9.06,11
-390.42,2,1.38,3
-397.96,4,10.49,2
-406.11,6,5.84,8
-398.17,4,7.96,10
-405.59,6,5.27,7
-402.41,10,6.48,8
-405.01,7,1.12,3
-408.07,4,8.71,11
-404.66,7,1.42,3
-411.66,10,10.54,3
-411.11,11,7.45,9
-414.79,7,5.83,8
-415.3,7,3.29,5
-421.23,11,2.35,4
-424.45,8,-0.33,2
-420.77,11,6.82,9
-419.12,3,8.91,11
-409.69,2,3.94,6
-419.37,3,8.08,10
-409.44,3,8.16,10
-417.92,4,1.75,4
-415.87,6,3.45,5
-425.38,7,6.23,8
-415.39,7,12.66,5
-421.63,10,7.7,10
-427.04,5,1.69,4
-424.15,8,11.27,3
-424.14,8,6.97,9
-423.6,8,2.26,4
-428.52,3,3.45,5
-437.77,4,7.25,9
-428.44,4,2.31,4
-438.47,4,5.38,7
-428.39,4,4.72,7
-438.07,4,0.02,2
-427.52,4,12.39,4
-430.12,2,3.25,5
-432.51,9,7.93,10
-424.71,7,0.44,2
-419.16,3,5.23,7
-409.0,3,11.91,4
-414.39,8,0.47,2
-411.49,11,4.45,6
-412.57,9,6.04,8
-403.59,8,7.11,9
-413.5,9,8.69,11
-404.1,8,11.56,4
-413.6,8,7.55,10
-404.18,8,3.0,5
-412.48,10,5.08,7
-403.48,9,8.83,11
-414.16,8,8.92,11
-408.3,4,6.14,8
-407.28,5,10.88,3
-399.11,3,-0.17,2
-397.96,4,3.18,5
-406.68,5,8.21,10
-396.63,5,10.47,2
-403.49,9,3.5,5
-413.81,8,0.54,3
-406.64,5,4.62,7
-397.29,5,12.53,5
-406.6,5,4.03,6
-396.35,6,4.47,6
-401.2,11,11.76,4
-392.73,9,10.23,2
-392.67,9,2.27,4
-392.7,9,8.84,11
-392.42,10,12.45,4
-395.34,7,10.49,2
-390.05,2,1.21,3
-394.29,8,2.82,5
-384.07,8,3.58,6
-391.42,11,4.46,6
-400.41,2,7.21,9
-391.05,11,9.37,11
-401.81,10,1.15,3
-399.39,3,8.71,11
-395.26,7,1.02,3
-389.02,3,2.06,4
-383.89,8,3.71,6
-389.56,2,10.97,3
-389.92,2,7.67,10
-393.53,8,11.6,4
-385.49,7,4.47,6
-393.88,8,4.05,6
-384.16,8,3.49,5
-391.84,10,2.19,4
-398.92,3,11.39,3
-399.38,3,6.96,9
-395.09,7,9.86,2
-388.27,4,4.12,6
-378.8,3,4.55,7
-388.4,4,0.74,3
-379.68,2,7.02,9
-384.34,8,9.31,11
-393.09,9,0.91,3
-389.97,2,0.96,3
-394.12,8,8.57,11
-384.27,8,-0.25,2
-393.1,9,1.32,3
-389.42,3,8.81,11
-387.7,4,9.76,2
-378.29,4,-0.46,2
-387.17,5,2.22,4
-380.79,11,11.24,3
-374.49,8,-0.54,11
-368.25,4,1.59,4
-362.48,10,7.59,10
-353.59,8,4.0,6
-362.87,9,3.61,6
-351.87,10,6.37,8
-352.36,10,6.08,8
-356.77,5,6.94,9
-346.88,5,4.52,7
-356.59,5,0.45,2
-346.07,6,11.04,3
-350.41,2,1.95,4
-340.45,2,0.41,2
-349.64,2,1.69,4
-341.27,11,0.73,3
-349.76,2,7.34,9
-341.41,11,3.58,6
-350.63,11,0.28,2
-340.64,11,5.89,8
-350.12,2,0.53,3
-340.37,2,6.36,8
-349.66,2,6.41,8
-342.19,10,11.2,3
-344.2,8,10.78,3
-335.2,7,0.25,2
-342.57,9,6.92,9
-341.98,10,11.89,4
-346.47,6,9.87,2
-354.39,8,11.29,3
-360.23,2,1.55,4
-368.63,3,8.22,10
-359.32,3,7.7,10
-369.37,3,9.79,2
-359.92,2,8.98,11
-369.91,2,5.69,8
-363.78,8,6.7,9
-357.06,5,7.63,10
-348.51,3,2.79,5
-350.92,11,0.46,2
-343.04,9,2.14,4
-336.87,5,8.11,10
-330.13,2,7.81,10
-327.39,5,7.46,9
-333.72,8,6.75,9
-339.82,2,5.83,8
-344.1,8,8.1,10
-334.31,8,3.68,6
-343.84,8,6.35,8
-334.3,8,11.66,4
-343.55,8,6.49,8
-333.91,8,7.68,10
-342.23,10,9.96,2
-344.55,7,10.57,3
-336.06,6,7.03,9
-336.44,6,10.2,2
-333.56,8,1.25,3
-338.64,3,1.13,3
-331.33,11,9.45,11
-321.26,11,-0.25,2
-329.07,3,4.38,6
-336.5,5,3.32,5
-332.66,9,2.51,5
-329.97,2,-1.1,11
-328.41,4,1.7,4
-339.45,3,5.86,8
-341.29,11,10.36,2
-350.52,11,3.02,5
-340.43,2,3.54,6
-349.48,3,-0.13,2
-342.01,10,9.42,11
-346.25,6,4.92,7
-353.06,9,12.28,4
-362.47,10,9.57,2
-352.91,9,10.83,3
-361.0,11,11.45,3
-364.93,7,7.72,10
-370.36,2,1.79,4
-367.22,5,11.01,3
-370.85,11,2.69,5
-371.23,11,7.41,9
-376.52,5,0.36,2
-372.55,9,2.16,4
-381.83,10,0.56,3
-371.76,10,5.14,7
-379.89,2,9.05,11
-382.16,10,6.18,8
-372.11,10,9.79,2
-382.79,9,10.07,2
-378.31,4,7.1,9
-388.93,3,1.02,3
-381.96,10,3.82,6
-373.27,9,8.9,11
-378.92,3,8.9,11
-388.38,4,10.79,3
-379.24,3,7.28,9
-387.23,5,5.97,8
-379.68,2,12.35,4
-384.1,8,10.16,2
-391.13,11,5.66,8
-401.97,10,5.62,8
-400.79,11,4.2,6
-391.45,11,6.18,8
-400.74,11,10.8,3
-390.73,11,6.75,9
-400.16,2,8.78,11
-391.18,11,7.45,9
-401.38,11,4.73,7
-394.18,8,3.87,6
-383.49,9,6.66,9
-385.75,6,1.2,3
-391.25,11,0.41,2
-400.98,11,7.44,9
-391.44,11,-0.74,11
-400.51,11,0.05,2
-391.26,11,7.86,10
-401.12,11,2.37,4
-392.83,9,1.73,4
-391.15,11,12.23,4
-401.43,11,3.92,6
-394.77,7,1.73,4
-386.05,6,4.86,7
-389.92,2,7.61,10
-393.59,8,0.79,3
-385.22,7,11.08,3
-393.74,8,9.58,2
-385.05,7,0.34,2
-394.27,8,0.12,2
-383.93,8,4.57,7
-389.93,2,12.75,5
-393.95,8,10.05,2
-383.7,8,2.13,4
-387.79,4,3.62,6
-377.85,4,8.77,11
-385.79,6,1.62,4
-391.88,10,3.01,5
-399.57,2,-0.59,11
-393.01,9,8.79,11
-390.5,11,3.03,5
-398.8,3,8.16,10
-400.58,11,0.65,3
-390.42,2,6.13,8
